cluster,mal,seed,scheduler,policy,run,window_start_s,window_end_s,full_shutdown_windows_count,on_windows_count,target_active_fraction,target_off_fraction,target_off_nodes,mean_on_util_percent,mean_off_util_percent,node_off_fraction_percent,node_overrun_node_hours_total,node_overrun_node_hours_per_window,node_overrun_normalized_hours_per_window
cori_knl,25,S0,rigid_easy_backfill,F30,cori_knl_mal25_S0/rigid_easy_backfill/F30,121.0,431973.0,4,3,0.7,0.30000000000000004,2906.4000000000005,97.0491881422613,75.63499948389625,23.538059325970274,19988.466666666292,4997.116666666573,1.7193492522249423
cori_knl,25,S0,rigid_easy_backfill,F10,cori_knl_mal25_S0/rigid_easy_backfill/F10,121.0,431973.0,4,3,0.9,0.09999999999999998,968.7999999999998,98.57431372717788,89.03084571979008,9.543055842279108,1415.4000000000042,353.85000000000105,0.3652456647398855
cori_knl,25,S3,min_steal_agreement,F30,cori_knl_mal25_S3/min_steal_agreement/F30,37814.0,431973.0,4,3,0.7,0.30000000000000004,2906.4000000000005,94.41687239081593,70.85892341040318,29.08023026768511,2772.1166666666636,693.0291666666659,0.2384493416827229
cori_knl,25,S3,min_steal_agreement,F10,cori_knl_mal25_S3/min_steal_agreement/F10,37814.0,431973.0,4,3,0.9,0.09999999999999998,968.7999999999998,99.90352469263269,90.12475700178929,9.860630849160474,431.7333333333134,107.93333333332835,0.11140930360583028
cori_knl,25,S3,rigid_easy_backfill,F30,cori_knl_mal25_S3/rigid_easy_backfill/F30,121.0,431973.0,4,3,0.7,0.30000000000000004,2906.4000000000005,98.42661525713416,75.70632913569897,23.015645429053126,21603.866666667054,5400.966666666764,1.858301220295473
cori_knl,25,S3,rigid_easy_backfill,F10,cori_knl_mal25_S3/rigid_easy_backfill/F10,121.0,431973.0,4,3,0.9,0.09999999999999998,968.7999999999998,99.03747261790117,88.07869593827343,9.354748357074044,1957.7166666666228,489.4291666666557,0.5051911299201649
cori_knl,25,S7,min_steal_agreement,F30,cori_knl_mal25_S7/min_steal_agreement/F30,37652.0,431973.0,4,3,0.7,0.30000000000000004,2906.4000000000005,98.14651860262437,70.36022871937581,29.622863551128543,1137.9166666666704,284.4791666666676,0.09788025277548429
cori_knl,25,S7,min_steal_agreement,F10,cori_knl_mal25_S7/min_steal_agreement/F10,37783.0,431973.0,4,3,0.9,0.09999999999999998,968.7999999999998,98.97379848495316,90.84394568882226,9.143958161299203,2641.833333333282,660.4583333333205,0.6817282548857563
cori_knl,25,S7,rigid_easy_backfill,F30,cori_knl_mal25_S7/rigid_easy_backfill/F30,121.0,431973.0,4,3,0.7,0.30000000000000004,2906.4000000000005,97.6842449708695,77.14223889519623,22.48425887696119,23293.616666666992,5823.404166666748,2.0036485572071108
cori_knl,25,S7,rigid_easy_backfill,F10,cori_knl_mal25_S7/rigid_easy_backfill/F10,121.0,431973.0,4,3,0.9,0.09999999999999998,968.7999999999998,98.08561135195968,89.42920687964443,9.110863095238095,2754.649999999973,688.6624999999932,0.710840730800984
